acoustic_data,time_to_failure
-5,1.4265989305
-6,1.4265989294
-5,1.4265989283
-1,1.4265989272
-2,1.4265989261
3,1.426598925
4,1.4265989239
4,1.4265989228
3,1.4265989217
8,1.4265989206
6,1.4265989195
9,1.4265989184
11,1.4265989173
8,1.4265989162
3,1.4265989151
5,1.426598914
5,1.4265989129
8,1.4265989118
-1,1.4265989107
5,1.4265989096
9,1.4265989085
3,1.4265989074
1,1.4265989063
4,1.4265989052
7,1.4265989041
7,1.426598903
8,1.4265989019
3,1.4265989008
-1,1.4265988997
2,1.4265988986
3,1.4265988975
6,1.4265988964
9,1.4265988953
9,1.4265988942
7,1.4265988931
10,1.426598892
5,1.4265988909
7,1.4265988898
8,1.4265988887
2,1.4265988876
-1,1.4265988865
3,1.4265988854
-3,1.4265988843
5,1.4265988832
10,1.4265988821
10,1.426598881
7,1.4265988799
7,1.4265988788
2,1.4265988777
2,1.4265988766
-1,1.4265988755
2,1.4265988744
8,1.4265988733
9,1.4265988722
14,1.4265988711
14,1.42659887
15,1.4265988689
9,1.4265988678
3,1.4265988667
-1,1.4265988656
-5,1.4265988645
-3,1.4265988634
-4,1.4265988623
-2,1.4265988612
-3,1.4265988601
-2,1.426598859
2,1.4265988579
3,1.4265988568
7,1.4265988557
14,1.4265988546
10,1.4265988535
14,1.4265988524
14,1.4265988513
8,1.4265988502
10,1.4265988491
5,1.426598848
3,1.4265988469
3,1.4265988458
-2,1.4265988447
-4,1.4265988436
-5,1.4265988425
-7,1.4265988414
-1,1.4265988403
2,1.4265988392
4,1.4265988381
2,1.426598837
4,1.4265988359
8,1.4265988348
3,1.4265988337
1,1.4265988326
-3,1.4265988315
-5,1.4265988304
-3,1.4265988293
1,1.4265988282
3,1.4265988271
5,1.426598826
11,1.4265988249
12,1.4265988238
13,1.4265988227
12,1.4265988216
10,1.4265988205
5,1.4265988194
1,1.4265988183
-6,1.4265988172
-5,1.4265988161
0,1.426598815
3,1.4265988139
1,1.4265988128
4,1.4265988117
4,1.4265988106
0,1.4265988095
0,1.4265988084
3,1.4265988073
4,1.4265988062
1,1.4265988051
5,1.426598804
2,1.4265988029
2,1.4265988018
0,1.4265988007
-1,1.4265987996
6,1.4265987985
9,1.4265987974
12,1.4265987963
11,1.4265987952
8,1.4265987941
7,1.426598793
14,1.4265987919
15,1.4265987908
13,1.4265987897
9,1.4265987886
3,1.4265987875
-2,1.4265987864
1,1.4265987853
0,1.4265987842
0,1.4265987831
3,1.426598782
7,1.4265987809
12,1.4265987798
12,1.4265987787
10,1.4265987776
9,1.4265987765
10,1.4265987754
10,1.4265987743
8,1.4265987732
11,1.4265987721
9,1.426598771
3,1.4265987699
4,1.4265987688
4,1.4265987677
0,1.4265987666
-3,1.4265987655
3,1.4265987644
-3,1.4265987633
-6,1.4265987622
-1,1.4265987611
1,1.42659876
3,1.4265987589
5,1.4265987578
10,1.4265987567
12,1.4265987556
8,1.4265987545
9,1.4265987534
10,1.4265987523
7,1.4265987512
3,1.4265987501
6,1.426598749
6,1.4265987479
-2,1.4265987468
0,1.4265987457
-2,1.4265987446
1,1.4265987435
2,1.4265987424
3,1.4265987413
3,1.4265987402
2,1.4265987391
4,1.426598738
7,1.4265987369
5,1.4265987358
0,1.4265987347
3,1.4265987336
2,1.4265987325
-2,1.4265987314
-2,1.4265987303
0,1.4265987292
2,1.4265987281
4,1.426598727
8,1.4265987259
5,1.4265987248
5,1.4265987237
5,1.4265987226
4,1.4265987215
6,1.4265987204
1,1.4265987193
3,1.4265987182
0,1.4265987171
5,1.426598716
4,1.4265987149
4,1.4265987138
2,1.4265987127
7,1.4265987116
8,1.4265987105
9,1.4265987094
9,1.4265987083
9,1.4265987072
5,1.4265987061
5,1.426598705
7,1.4265987039
5,1.4265987028
5,1.4265987017
5,1.4265987006
7,1.4265986995
8,1.4265986984
2,1.4265986973
6,1.4265986962
1,1.4265986951
2,1.426598694
4,1.4265986929
5,1.4265986918
9,1.4265986907
9,1.4265986896
11,1.4265986885
12,1.4265986874
12,1.4265986863
10,1.4265986852
4,1.4265986841
3,1.426598683
1,1.4265986819
6,1.4265986808
9,1.4265986797
5,1.4265986786
4,1.4265986775
5,1.4265986764
2,1.4265986753
4,1.4265986742
0,1.4265986731
-2,1.426598672
0,1.4265986709
-2,1.4265986698
3,1.4265986687
5,1.4265986676
5,1.4265986665
2,1.4265986654
1,1.4265986643
7,1.4265986632
5,1.4265986621
9,1.426598661
10,1.4265986599
10,1.4265986588
10,1.4265986577
5,1.4265986566
6,1.4265986555
11,1.4265986544
9,1.4265986533
5,1.4265986522
3,1.4265986511
5,1.42659865
4,1.4265986489
5,1.4265986478
5,1.4265986467
5,1.4265986456
2,1.4265986445
-1,1.4265986434
-2,1.4265986423
0,1.4265986412
-2,1.4265986401
3,1.426598639
1,1.4265986379
-4,1.4265986368
2,1.4265986357
2,1.4265986346
2,1.4265986335
-2,1.4265986324
1,1.4265986313
4,1.4265986302
2,1.4265986291
4,1.426598628
8,1.4265986269
9,1.4265986258
7,1.4265986247
3,1.4265986236
4,1.4265986225
3,1.4265986214
8,1.4265986203
13,1.4265986192
12,1.4265986181
8,1.426598617
7,1.4265986159
6,1.4265986148
7,1.4265986137
6,1.4265986126
3,1.4265986115
3,1.4265986104
-1,1.4265986093
-1,1.4265986082
-2,1.4265986071
-3,1.426598606
4,1.4265986049
3,1.4265986038
2,1.4265986027
3,1.4265986016
10,1.4265986005
12,1.4265985994
10,1.4265985983
7,1.4265985972
6,1.4265985961
5,1.426598595
5,1.4265985939
11,1.4265985928
11,1.4265985917
10,1.4265985906
13,1.4265985895
9,1.4265985884
11,1.4265985873
9,1.4265985862
10,1.4265985851
8,1.426598584
6,1.4265985829
7,1.4265985818
5,1.4265985807
1,1.4265985796
0,1.4265985785
-5,1.4265985774
-1,1.4265985763
2,1.4265985752
1,1.4265985741
-2,1.426598573
4,1.4265985719
4,1.4265985708
2,1.4265985697
8,1.4265985686
15,1.4265985675
14,1.4265985664
13,1.4265985653
11,1.4265985642
14,1.4265985631
11,1.426598562
4,1.4265985609
0,1.4265985598
-4,1.4265985587
-2,1.4265985576
-1,1.4265985565
-4,1.4265985554
2,1.4265985543
1,1.4265985532
-2,1.4265985521
3,1.426598551
3,1.4265985499
-2,1.4265985488
1,1.4265985477
4,1.4265985466
8,1.4265985455
7,1.4265985444
5,1.4265985433
1,1.4265985422
0,1.4265985411
-1,1.42659854
-1,1.4265985389
-3,1.4265985378
-3,1.4265985367
3,1.4265985356
1,1.4265985345
-1,1.4265985334
5,1.4265985323
9,1.4265985312
6,1.4265985301
6,1.426598529
8,1.4265985279
11,1.4265985268
11,1.4265985257
8,1.4265985246
8,1.4265985235
1,1.4265985224
5,1.4265985213
0,1.4265985202
-3,1.4265985191
1,1.426598518
5,1.4265985169
1,1.4265985158
2,1.4265985147
5,1.4265985136
8,1.4265985125
11,1.4265985114
14,1.4265985103
8,1.4265985092
5,1.4265985081
6,1.426598507
7,1.4265985059
8,1.4265985048
-1,1.4265985037
0,1.4265985026
-4,1.4265985015
-7,1.4265985004
-3,1.4265984993
1,1.4265984982
3,1.4265984971
5,1.426598496
5,1.4265984949
7,1.4265984938
5,1.4265984927
11,1.4265984916
8,1.4265984905
7,1.4265984894
6,1.4265984883
5,1.4265984872
3,1.4265984861
2,1.426598485
6,1.4265984839
1,1.4265984828
4,1.4265984817
2,1.4265984806
5,1.4265984795
9,1.4265984784
11,1.4265984773
14,1.4265984762
11,1.4265984751
7,1.426598474
9,1.4265984729
3,1.4265984718
4,1.4265984707
3,1.4265984696
2,1.4265984685
6,1.4265984674
4,1.4265984663
2,1.4265984652
10,1.4265984641
7,1.426598463
3,1.4265984619
5,1.4265984608
9,1.4265984597
8,1.4265984586
12,1.4265984575
13,1.4265984564
1,1.4265984553
-4,1.4265984542
-7,1.4265984531
-3,1.426598452
-4,1.4265984509
-2,1.4265984498
-3,1.4265984487
2,1.4265984476
4,1.4265984465
10,1.4265984454
14,1.4265984443
10,1.4265984432
16,1.4265984421
15,1.426598441
15,1.4265984399
7,1.4265984388
6,1.4265984377
7,1.4265984366
8,1.4265984355
4,1.4265984344
0,1.4265984333
-2,1.4265984322
-4,1.4265984311
-6,1.42659843
2,1.4265984289
4,1.4265984278
0,1.4265984267
5,1.4265984256
5,1.4265984245
3,1.4265984234
6,1.4265984223
8,1.4265984212
3,1.4265984201
3,1.426598419
3,1.4265984179
-1,1.4265984168
1,1.4265984157
4,1.4265984146
4,1.4265984135
6,1.4265984124
4,1.4265984113
3,1.4265984102
4,1.4265984091
2,1.426598408
5,1.4265984069
4,1.4265984058
7,1.4265984047
6,1.4265984036
3,1.4265984025
7,1.4265984014
6,1.4265984003
5,1.4265983992
8,1.4265983981
4,1.426598397
9,1.4265983959
5,1.4265983948
7,1.4265983937
8,1.4265983926
13,1.4265983915
6,1.4265983904
1,1.4265983893
7,1.4265983882
5,1.4265983871
6,1.426598386
1,1.4265983849
1,1.4265983838
2,1.4265983827
4,1.4265983816
8,1.4265983805
4,1.4265983794
4,1.4265983783
2,1.4265983772
3,1.4265983761
8,1.426598375
9,1.4265983739
8,1.4265983728
7,1.4265983717
4,1.4265983706
3,1.4265983695
1,1.4265983684
5,1.4265983673
7,1.4265983662
2,1.4265983651
6,1.426598364
1,1.4265983629
5,1.4265983618
6,1.4265983607
-1,1.4265983596
2,1.4265983585
7,1.4265983574
4,1.4265983563
8,1.4265983552
9,1.4265983541
5,1.426598353
2,1.4265983519
4,1.4265983508
3,1.4265983497
0,1.4265983486
-2,1.4265983475
3,1.4265983464
4,1.4265983453
4,1.4265983442
7,1.4265983431
7,1.426598342
8,1.4265983409
8,1.4265983398
0,1.4265983387
0,1.4265983376
5,1.4265983365
3,1.4265983354
4,1.4265983343
3,1.4265983332
1,1.4265983321
5,1.426598331
5,1.4265983299
4,1.4265983288
1,1.4265983277
6,1.4265983266
7,1.4265983255
8,1.4265983244
4,1.4265983233
3,1.4265983222
4,1.4265983211
4,1.42659832
5,1.4265983189
1,1.4265983178
4,1.4265983167
2,1.4265983156
4,1.4265983145
12,1.4265983134
9,1.4265983123
6,1.4265983112
4,1.4265983101
7,1.426598309
4,1.4265983079
0,1.4265983068
-1,1.4265983057
-2,1.4265983046
-1,1.4265983035
10,1.4265983024
13,1.4265983013
13,1.4265983002
10,1.4265982991
6,1.426598298
7,1.4265982969
5,1.4265982958
9,1.4265982947
2,1.4265982936
1,1.4265982925
3,1.4265982914
1,1.4265982903
0,1.4265982892
4,1.4265982881
5,1.426598287
4,1.4265982859
2,1.4265982848
4,1.4265982837
1,1.4265982826
5,1.4265982815
6,1.4265982804
3,1.4265982793
4,1.4265982782
1,1.4265982771
8,1.426598276
4,1.4265982749
-2,1.4265982738
0,1.4265982727
0,1.4265982716
4,1.4265982705
5,1.4265982694
4,1.4265982683
5,1.4265982672
5,1.4265982661
7,1.426598265
8,1.4265982639
7,1.4265982628
9,1.4265982617
6,1.4265982606
1,1.4265982595
1,1.4265982584
0,1.4265982573
-2,1.4265982562
0,1.4265982551
4,1.426598254
6,1.4265982529
3,1.4265982518
11,1.4265982507
9,1.4265982496
13,1.4265982485
12,1.4265982474
10,1.4265982463
12,1.4265982452
8,1.4265982441
8,1.426598243
7,1.4265982419
4,1.4265982408
8,1.4265982397
-1,1.4265982386
-2,1.4265982375
-5,1.4265982364
-3,1.4265982353
-3,1.4265982342
-5,1.4265982331
1,1.426598232
3,1.4265982309
6,1.4265982298
4,1.4265982287
11,1.4265982276
12,1.4265982265
8,1.4265982254
11,1.4265982243
7,1.4265982232
9,1.4265982221
6,1.426598221
2,1.4265982199
3,1.4265982188
1,1.4265982177
-5,1.4265982166
3,1.4265982155
3,1.4265982144
6,1.4265982133
6,1.4265982122
10,1.4265982111
6,1.42659821
4,1.4265982089
9,1.4265982078
11,1.4265982067
11,1.4265982056
11,1.4265982045
3,1.4265982034
4,1.4265982023
2,1.4265982012
2,1.4265982001
4,1.426598199
1,1.4265981979
3,1.4265981968
3,1.4265981957
2,1.4265981946
8,1.4265981935
8,1.4265981924
8,1.4265981913
6,1.4265981902
3,1.4265981891
-1,1.426598188
3,1.4265981869
4,1.4265981858
5,1.4265981847
4,1.4265981836
2,1.4265981825
4,1.4265981814
1,1.4265981803
0,1.4265981792
-3,1.4265981781
-3,1.426598177
-1,1.4265981759
-1,1.4265981748
2,1.4265981737
3,1.4265981726
5,1.4265981715
4,1.4265981704
7,1.4265981693
4,1.4265981682
13,1.4265981671
15,1.426598166
8,1.4265981649
4,1.4265981638
7,1.4265981627
4,1.4265981616
1,1.4265981605
-2,1.4265981594
0,1.4265981583
0,1.4265981572
6,1.4265981561
8,1.426598155
8,1.4265981539
9,1.4265981528
12,1.4265981517
16,1.4265981506
11,1.4265981495
11,1.4265981484
5,1.4265981473
0,1.4265981462
-1,1.4265981451
0,1.426598144
-3,1.4265981429
0,1.4265981418
-1,1.4265981407
-5,1.4265981396
0,1.4265981385
6,1.4265981374
11,1.4265981363
15,1.4265981352
14,1.4265981341
12,1.426598133
6,1.4265981319
8,1.4265981308
5,1.4265981297
1,1.4265981286
-2,1.4265981275
-3,1.4265981264
-1,1.4265981253
-2,1.4265981242
-3,1.4265981231
2,1.426598122
3,1.4265981209
5,1.4265981198
11,1.4265981187
17,1.4265981176
20,1.4265981165
15,1.4265981154
12,1.4265981143
8,1.4265981132
6,1.4265981121
2,1.426598111
-4,1.4265981099
-7,1.4265981088
-5,1.4265981077
-2,1.4265981066
-4,1.4265981055
3,1.4265981044
4,1.4265981033
8,1.4265981022
11,1.4265981011
14,1.4265981
16,1.4265980989
9,1.4265980978
15,1.4265980967
11,1.4265980956
5,1.4265980945
-2,1.4265980934
-4,1.4265980923
-8,1.4265980912
-8,1.4265980901
-4,1.426598089
0,1.4265980879
6,1.4265980868
4,1.4265980857
5,1.4265980846
6,1.4265980835
14,1.4265980824
11,1.4265980813
9,1.4265980802
6,1.4265980791
0,1.426598078
0,1.4265980769
-5,1.4265980758
-5,1.4265980747
1,1.4265980736
4,1.4265980725
-3,1.4265980714
2,1.4265980703
4,1.4265980692
-1,1.4265980681
1,1.426598067
7,1.4265980659
6,1.4265980648
3,1.4265980637
3,1.4265980626
-2,1.4265980615
2,1.4265980604
6,1.4265980593
4,1.4265980582
7,1.4265980571
5,1.426598056
7,1.4265980549
13,1.4265980538
8,1.4265980527
7,1.4265980516
13,1.4265980505
10,1.4265980494
8,1.4265980483
6,1.4265980472
4,1.4265980461
0,1.426598045
-5,1.4265980439
0,1.4265980428
2,1.4265980417
0,1.4265980406
5,1.4265980395
3,1.4265980384
8,1.4265980373
11,1.4265980362
11,1.4265980351
7,1.426598034
8,1.4265980329
4,1.4265980318
6,1.4265980307
4,1.4265980296
7,1.4265980285
4,1.4265980274
5,1.4265980263
9,1.4265980252
4,1.4265980241
9,1.426598023
6,1.4265980219
3,1.4265980208
2,1.4265980197
4,1.4265980186
2,1.4265980175
4,1.4265980164
1,1.4265980153
0,1.4265980142
4,1.4265980131
-2,1.426598012
-4,1.4265980109
1,1.4265980098
-1,1.4265980087
-2,1.4265980076
0,1.4265980065
4,1.4265980054
6,1.4265980043
7,1.4265980032
11,1.4265980021
10,1.426598001
4,1.4265979999
7,1.4265979988
8,1.4265979977
6,1.4265979966
1,1.4265979955
6,1.4265979944
8,1.4265979933
3,1.4265979922
0,1.4265979911
3,1.42659799
3,1.4265979889
1,1.4265979878
-6,1.4265979867
-3,1.4265979856
4,1.4265979845
3,1.4265979834
3,1.4265979823
5,1.4265979812
6,1.4265979801
7,1.426597979
1,1.4265979779
-2,1.4265979768
3,1.4265979757
3,1.4265979746
0,1.4265979735
5,1.4265979724
6,1.4265979713
10,1.4265979702
3,1.4265979691
9,1.426597968
11,1.4265979669
13,1.4265979658
8,1.4265979647
3,1.4265979636
8,1.4265979625
6,1.4265979614
2,1.4265979603
6,1.4265979592
1,1.4265979581
1,1.426597957
-1,1.4265979559
-1,1.4265979548
5,1.4265979537
3,1.4265979526
2,1.4265979515
4,1.4265979504
5,1.4265979493
7,1.4265979482
11,1.4265979471
13,1.426597946
10,1.4265979449
9,1.4265979438
8,1.4265979427
4,1.4265979416
5,1.4265979405
11,1.4265979394
6,1.4265979383
6,1.4265979372
7,1.4265979361
8,1.426597935
8,1.4265979339
11,1.4265979328
9,1.4265979317
7,1.4265979306
8,1.4265979295
6,1.4265979284
5,1.4265979273
4,1.4265979262
-2,1.4265979251
1,1.426597924
0,1.4265979229
-2,1.4265979218
-3,1.4265979207
3,1.4265979196
4,1.4265979185
4,1.4265979174
4,1.4265979163
5,1.4265979152
4,1.4265979141
8,1.426597913
7,1.4265979119
4,1.4265979108
5,1.4265979097
6,1.4265979086
5,1.4265979075
3,1.4265979064
1,1.4265979053
1,1.4265979042
-1,1.4265979031
3,1.426597902
1,1.4265979009
-1,1.4265978998
3,1.4265978987
4,1.4265978976
6,1.4265978965
4,1.4265978954
9,1.4265978943
8,1.4265978932
6,1.4265978921
6,1.426597891
3,1.4265978899
4,1.4265978888
0,1.4265978877
-2,1.4265978866
-2,1.4265978855
0,1.4265978844
3,1.4265978833
-1,1.4265978822
4,1.4265978811
9,1.42659788
11,1.4265978789
13,1.4265978778
8,1.4265978767
12,1.4265978756
11,1.4265978745
11,1.4265978734
5,1.4265978723
3,1.4265978712
4,1.4265978701
-3,1.426597869
-2,1.4265978679
0,1.4265978668
0,1.4265978657
-2,1.4265978646
2,1.4265978635
10,1.4265978624
10,1.4265978613
10,1.4265978602
12,1.4265978591
10,1.426597858
5,1.4265978569
3,1.4265978558
4,1.4265978547
1,1.4265978536
-2,1.4265978525
-9,1.4265978514
-8,1.4265978503
-2,1.4265978492
-5,1.4265978481
-4,1.426597847
-1,1.4265978459
2,1.4265978448
1,1.4265978437
8,1.4265978426
13,1.4265978415
17,1.4265978404
18,1.4265978393
16,1.4265978382
17,1.4265978371
17,1.426597836
12,1.4265978349
11,1.4265978338
11,1.4265978327
8,1.4265978316
5,1.4265978305
2,1.4265978294
2,1.4265978283
3,1.4265978272
3,1.4265978261
6,1.426597825
5,1.4265978239
3,1.4265978228
6,1.4265978217
7,1.4265978206
5,1.4265978195
5,1.4265978184
1,1.4265978173
-1,1.4265978162
-1,1.4265978151
-4,1.426597814
-7,1.4265978129
-7,1.4265978118
-6,1.4265978107
-5,1.4265978096
-1,1.4265978085
5,1.4265978074
8,1.4265978063
9,1.4265978052
12,1.4265978041
14,1.426597803
14,1.4265978019
14,1.4265978008
17,1.4265977997
16,1.4265977986
6,1.4265977975
-4,1.4265977964
-8,1.4265977953
-12,1.4265977942
-10,1.4265977931
-6,1.426597792
-7,1.4265977909
-3,1.4265977898
3,1.4265977887
8,1.4265977876
8,1.4265977865
9,1.4265977854
12,1.4265977843
9,1.4265977832
10,1.4265977821
10,1.426597781
6,1.4265977799
4,1.4265977788
2,1.4265977777
-1,1.4265977766
2,1.4265977755
6,1.4265977744
7,1.4265977733
6,1.4265977722
6,1.4265977711
8,1.42659777
7,1.4265977689
2,1.4265977678
-2,1.4265977667
1,1.4265977656
0,1.4265977645
2,1.4265977634
-1,1.4265977623
-4,1.4265977612
-4,1.4265977601
2,1.426597759
0,1.4265977579
1,1.4265977568
8,1.4265977557
13,1.4265977546
14,1.4265977535
19,1.4265977524
14,1.4265977513
18,1.4265977502
19,1.4265977491
19,1.426597748
16,1.4265977469
6,1.4265977458
2,1.4265977447
4,1.4265977436
-2,1.4265977425
-1,1.4265977414
1,1.4265977403
3,1.4265977392
5,1.4265977381
3,1.426597737
5,1.4265977359
8,1.4265977348
4,1.4265977337
4,1.4265977326
7,1.4265977315
6,1.4265977304
4,1.4265977293
6,1.4265977282
7,1.4265977271
3,1.426597726
7,1.4265977249
3,1.4265977238
2,1.4265977227
1,1.4265977216
2,1.4265977205
1,1.4265977194
-1,1.4265977183
6,1.4265977172
8,1.4265977161
8,1.426597715
9,1.4265977139
7,1.4265977128
6,1.4265977117
8,1.4265977106
-3,1.4265977095
-2,1.4265977084
-6,1.4265977073
-2,1.4265977062
1,1.4265977051
0,1.426597704
5,1.4265977029
1,1.4265977018
0,1.4265977007
4,1.4265976996
7,1.4265976985
8,1.4265976974
6,1.4265976963
7,1.4265976952
8,1.4265976941
7,1.426597693
6,1.4265976919
7,1.4265976908
6,1.4265976897
3,1.4265976886
1,1.4265976875
3,1.4265976864
8,1.4265976853
1,1.4265976842
0,1.4265976831
2,1.426597682
8,1.4265976809
8,1.4265976798
5,1.4265976787
4,1.4265976776
2,1.4265976765
2,1.4265976754
3,1.4265976743
1,1.4265976732
5,1.4265976721
10,1.426597671
13,1.4265976699
15,1.4265976688
13,1.4265976677
11,1.4265976666
10,1.4265976655
9,1.4265976644
4,1.4265976633
7,1.4265976622
4,1.4265976611
2,1.42659766
-3,1.4265976589
-5,1.4265976578
-8,1.4265976567
-7,1.4265976556
-1,1.4265976545
0,1.4265976534
3,1.4265976523
13,1.4265976512
15,1.4265976501
15,1.426597649
13,1.4265976479
7,1.4265976468
5,1.4265976457
3,1.4265976446
2,1.4265976435
5,1.4265976424
3,1.4265976413
2,1.4265976402
-1,1.4265976391
2,1.426597638
4,1.4265976369
10,1.4265976358
15,1.4265976347
12,1.4265976336
11,1.4265976325
14,1.4265976314
16,1.4265976303
8,1.4265976292
4,1.4265976281
-3,1.426597627
-2,1.4265976259
2,1.4265976248
-1,1.4265976237
-2,1.4265976226
-3,1.4265976215
3,1.4265976204
1,1.4265976193
5,1.4265976182
10,1.4265976171
8,1.426597616
7,1.4265976149
10,1.4265976138
8,1.4265976127
9,1.4265976116
2,1.4265976105
0,1.4265976094
0,1.4265976083
-1,1.4265976072
0,1.4265976061
-5,1.426597605
-5,1.4265976039
3,1.4265976028
4,1.4265976017
7,1.4265976006
9,1.4265975995
9,1.4265975984
9,1.4265975973
12,1.4265975962
9,1.4265975951
11,1.426597594
6,1.4265975929
5,1.4265975918
7,1.4265975907
6,1.4265975896
1,1.4265975885
-4,1.4265975874
-4,1.4265975863
-3,1.4265975852
0,1.4265975841
0,1.426597583
3,1.4265975819
2,1.4265975808
3,1.4265975797
5,1.4265975786
4,1.4265975775
6,1.4265975764
7,1.4265975753
10,1.4265975742
6,1.4265975731
5,1.426597572
5,1.4265975709
7,1.4265975698
8,1.4265975687
9,1.4265975676
11,1.4265975665
12,1.4265975654
13,1.4265975643
7,1.4265975632
7,1.4265975621
8,1.426597561
5,1.4265975599
6,1.4265975588
4,1.4265975577
3,1.4265975566
2,1.4265975555
1,1.4265975544
3,1.4265975533
8,1.4265975522
5,1.4265975511
5,1.42659755
4,1.4265975489
3,1.4265975478
6,1.4265975467
6,1.4265975456
3,1.4265975445
3,1.4265975434
4,1.4265975423
1,1.4265975412
4,1.4265975401
8,1.426597539
9,1.4265975379
6,1.4265975368
6,1.4265975357
7,1.4265975346
10,1.4265975335
8,1.4265975324
8,1.4265975313
7,1.4265975302
8,1.4265975291
11,1.426597528
8,1.4265975269
11,1.4265975258
13,1.4265975247
12,1.4265975236
1,1.4265975225
0,1.4265975214
1,1.4265975203
3,1.4265975192
6,1.4265975181
4,1.426597517
6,1.4265975159
7,1.4265975148
8,1.4265975137
3,1.4265975126
-2,1.4265975115
-3,1.4265975104
-1,1.4265975093
2,1.4265975082
0,1.4265975071
-1,1.426597506
-1,1.4265975049
-3,1.4265975038
-2,1.4265975027
4,1.4265975016
0,1.4265975005
2,1.4265974994
2,1.4265974983
-1,1.4265974972
3,1.4265974961
9,1.426597495
6,1.4265974939
9,1.4265974928
10,1.4265974917
6,1.4265974906
6,1.4265974895
9,1.4265974884
11,1.4265974873
13,1.4265974862
8,1.4265974851
10,1.426597484
6,1.4265974829
6,1.4265974818
6,1.4265974807
4,1.4265974796
-4,1.4265974785
-1,1.4265974774
-1,1.4265974763
-2,1.4265974752
4,1.4265974741
5,1.426597473
11,1.4265974719
14,1.4265974708
15,1.4265974697
8,1.4265974686
7,1.4265974675
13,1.4265974664
7,1.4265974653
5,1.4265974642
3,1.4265974631
2,1.426597462
5,1.4265974609
6,1.4265974598
2,1.4265974587
1,1.4265974576
4,1.4265974565
0,1.4265974554
4,1.4265974543
10,1.4265974532
9,1.4265974521
6,1.426597451
6,1.4265974499
3,1.4265974488
5,1.4265974477
3,1.4265974466
-2,1.4265974455
-1,1.4265974444
-3,1.4265974433
-3,1.4265974422
1,1.4265974411
0,1.42659744
2,1.4265974389
5,1.4265974378
12,1.4265974367
14,1.4265974356
15,1.4265974345
13,1.4265974334
10,1.4265974323
7,1.4265974312
9,1.4265974301
5,1.426597429
2,1.4265974279
0,1.4265974268
-2,1.4265974257
-3,1.4265974246
-2,1.4265974235
3,1.4265974224
0,1.4265974213
4,1.4265974202
5,1.4265974191
6,1.426597418
14,1.4265974169
9,1.4265974158
10,1.4265974147
10,1.4265974136
8,1.4265974125
4,1.4265974114
2,1.4265974103
4,1.4265974092
-3,1.4265974081
-5,1.426597407
0,1.4265974059
0,1.4265974048
2,1.4265974037
4,1.4265974026
9,1.4265974015
11,1.4265974004
10,1.4265973993
11,1.4265973982
12,1.4265973971
10,1.426597396
8,1.4265973949
1,1.4265973938
4,1.4265973927
-1,1.4265973916
-6,1.4265973905
-1,1.4265973894
-1,1.4265973883
-5,1.4265973872
0,1.4265973861
5,1.426597385
3,1.4265973839
8,1.4265973828
10,1.4265973817
11,1.4265973806
11,1.4265973795
13,1.4265973784
11,1.4265973773
13,1.4265973762
9,1.4265973751
0,1.426597374
-2,1.4265973729
3,1.4265973718
3,1.4265973707
-3,1.4265973696
3,1.4265973685
-4,1.4265973674
-3,1.4265973663
6,1.4265973652
10,1.4265973641
11,1.426597363
14,1.4265973619
15,1.4265973608
9,1.4265973597
11,1.4265973586
12,1.4265973575
8,1.4265973564
5,1.4265973553
9,1.4265973542
7,1.4265973531
1,1.426597352
4,1.4265973509
4,1.4265973498
5,1.4265973487
12,1.4265973476
10,1.4265973465
10,1.4265973454
9,1.4265973443
6,1.4265973432
6,1.4265973421
1,1.426597341
3,1.4265973399
4,1.4265973388
-4,1.4265973377
1,1.4265973366
7,1.4265973355
6,1.4265973344
7,1.4265973333
6,1.4265973322
8,1.4265973311
8,1.42659733
4,1.4265973289
7,1.4265973278
11,1.4265973267
9,1.4265973256
7,1.4265973245
4,1.4265973234
4,1.4265973223
2,1.4265973212
3,1.4265973201
0,1.426597319
4,1.4265973179
3,1.4265973168
6,1.4265973157
6,1.4265973146
5,1.4265973135
0,1.4265973124
3,1.4265973113
8,1.4265973102
4,1.4265973091
6,1.426597308
6,1.4265973069
8,1.4265973058
8,1.4265973047
3,1.4265973036
-1,1.4265973025
0,1.4265973014
6,1.4265973003
3,1.4265972992
3,1.4265972981
2,1.426597297
2,1.4265972959
0,1.4265972948
-2,1.4265972937
-4,1.4265972926
4,1.4265972915
8,1.4265972904
4,1.4265972893
5,1.4265972882
5,1.4265972871
7,1.426597286
6,1.4265972849
10,1.4265972838
9,1.4265972827
3,1.4265972816
7,1.4265972805
5,1.4265972794
5,1.4265972783
8,1.4265972772
9,1.4265972761
2,1.426597275
1,1.4265972739
0,1.4265972728
-1,1.4265972717
5,1.4265972706
6,1.4265972695
6,1.4265972684
8,1.4265972673
7,1.4265972662
7,1.4265972651
2,1.426597264
-1,1.4265972629
1,1.4265972618
7,1.4265972607
5,1.4265972596
5,1.4265972585
2,1.4265972574
6,1.4265972563
6,1.4265972552
5,1.4265972541
6,1.426597253
9,1.4265972519
12,1.4265972508
10,1.4265972497
10,1.4265972486
11,1.4265972475
10,1.4265972464
6,1.4265972453
5,1.4265972442
7,1.4265972431
5,1.426597242
7,1.4265972409
3,1.4265972398
3,1.4265972387
6,1.4265972376
10,1.4265972365
8,1.4265972354
5,1.4265972343
2,1.4265972332
6,1.4265972321
